case_id,region_id,sector_id,company_id,implementation_status_id,title,summary,detailed_notes,key_effect_note,maturity_level,created_at,source_id
141,8,45,,,Генеративный аналитик медицинских изображений,"мультимодальная модель генерирует «отчёт» по КТ/МРТ, включая описание, рекомендации и план лечения.",,Сокращение времени чтения снимков ≈ 40 % → экономия ≈ CNY 300 млн в крупных больницах.,,2025-10-29 21:06:41.895457,
140,8,44,,,AI‑генератор продуктов микрофинансирования,"генеративный ИИ создает новые кредитные схемы, условия и рекламные материалы в реальном времени, учитывая риски и регуляцию.",,"Увеличение выручки микрофинансовых компаний ≈ 12 % (≈ CNY 1,8 млрд).",,2025-10-29 21:06:41.892198,
139,8,1,,,Генеративный план автоматизации линий,"LLM генерирует конфигурацию роботов, PLC‑программы и layout фабрики, адаптируя под текущие заказы.",,"Сокращение капитальных затрат на автоматизацию ≈ 35 % (≈ CNY 2,5 млрд).",,2025-10-29 21:06:41.888107,
138,7,50,,,Генеративный сервис “умного” ЖКХ,"LLM формирует автоматические ответы на запросы граждан, генерирует план ремонтных работ и предсказывает нагрузку.",,Уменьшение количества ручных обращений ≈ 45 % → экономия ≈ USD 6 млн в крупных мегаполисах.,,2025-10-29 21:06:41.88309,
137,7,45,,,Генерация реабилитационных программ в VR,LLM + мультимодальная модель создаёт персональные VR‑терапии после травм/инсультов.,,Сокращение длительности реабилитации ≈ 25 % → экономия расходов на стационар ≈ USD 15 млн в государственных клиниках.,,2025-10-29 21:06:41.879372,
136,7,44,,,Персонализированный генеративный советник по налогообложению,"чат‑бот, генерирует налоговые стратегии в реальном времени, учитывая последние изменения в Налоговом кодексе РФ.",,Увеличение точности планирования ≈ 20 % → экономия ≈ USD 8 млн для крупного корпоративного клиента.,,2025-10-29 21:06:41.87606,
135,7,1,,,AI‑генерируемый план технического обслуживания,"LLM использует данные датчиков, исторические поломки и генерирует оптимальные графики ТО, включая запасные части.",,Снижение незапланированных простоев ≈ 15 % → экономия ≈ USD 25 млн в нефтехимии.,,2025-10-29 21:06:41.872364,
134,7,48,,,Генеративный эхо‑тест (Red‑Team AI),"LLM‑агенты «прокладывают» сценарии атак, генерируют вредоносный код и проверяют реакцию корпоративных SOC в реальном времени.",,Сокращение затрат на внешний пенетест ≈ 60 % (≈ USD 12 млн для крупных операторов связи).,,2025-10-29 21:06:41.867909,
133,7,49,,,Автоматическая генерация нормативных актов,"LLM‑ассистент, формирует проект законов, регулирующих новые технологические сферы (например, цифровые валюты), с учётом международных стандартов.",,Уменьшение времени подготовки нормативных документов ≈ 70 % → экономия ≈ USD 5 млн в бюджете Минэкономразвития.,,2025-10-29 21:06:41.862912,
132,7,46,,,Генеративный конструктор адаптивных учебных программ,"система, автоматически пишет учебные модули, тесты и визуальные материалы под нужды конкретного класса (учебные планы, контрольные).",,Сокращение расходов на разработку контента ≈ 40 % (≈ USD 10 млн в федеральных университетах).,,2025-10-29 21:06:41.858864,
131,7,45,,,Генерация индивидуальных протоколов онкологической терапии,"RAG‑платформа, объединяющая клинические руководства, геномные данные и истории пациентов, генерирует персонализированный план лечения.",,Увеличение эффективности лечения (повышение 5‑й‑годовой выживаемости ≈ 3 %) → экономия расходов на осложнения ≈ USD 20 млн в крупных онкологических центрах.,,2025-10-29 21:06:41.854823,
130,7,44,,,Автоматизированный генеративный аудит,"LLM‑агенты, генерирующие проверочные запросы к банковским системам, пишут аудиторские отчёты и сразу формируют нормативные пояснения.",,Уменьшение затрат на внешнюю проверку ≈ 25 % (≈ USD 40 млн в российском банковском секторе).,,2025-10-29 21:06:41.850182,
129,7,1,,,Генеративный цифровой двойник,"LLM‑управляемый набор алгоритмов для автоматического создания и оптимизации 3‑D‑моделей изделий (детали, сборки) с мгновенной генерацией технологических карт.",,Сокращение расходов на прототипирование ≈ 30 % (≈ USD 150 млн за год для крупнейших машиностроителей).,,2025-10-29 21:06:41.845994,
128,10,47,,,Генеративный аналитик «Smart City»,"LLM создаёт отчёты о движении трафика, прогнозирует потребности в инфраструктуре, генерирует план развития.",,Сокращение расходов на планирование ≈ 30 % (≈ USD 400 млн в мегаполисах).,,2025-10-29 21:06:41.839267,
127,10,45,,,Генерация персонализированных рекомендаций по питанию и образу жизни,"LLM соединяет генетический профиль, микробиоту и медицинскую историю, генерирует планы.",,Снижение расходов на хронические заболевания ≈ 5 % (≈ USD 200 млн).,,2025-10-29 21:06:41.835342,
126,10,44,,,AI‑генератор кастомных деривативов,"LLM создает структуру новых финансовых продуктов (комбинированные опционы, токенизированные активы) под запрос клиента и регуляторные требования.",,"Увеличение выручки от новых продуктов ≈ 8 % (≈ USD 1,5 млрд).",,2025-10-29 21:06:41.83121,
125,10,1,,,Генеративный план энергосбережения производства,"LLM анализирует энергопотребление, генерирует рекомендации по оптимизации, управлению спросом и смешанным источникам энергии.",,Снижение энергозатрат ≈ 12 % (≈ USD 500 млн в тяжелой промышленности).,,2025-10-29 21:06:41.8279,
124,10,48,,,Генеративный «deceptive honey‑AI»,"LLM создает реалистичные обманные ресурсы (фишинговые сайты, файлы) для ловушек в SOC.",,Уменьшение числа успешных атак ≈ 20 % → экономия ≈ USD 250 млн в финансовом секторе.,,2025-10-29 21:06:41.824503,
123,10,51,,,AI‑генератор кризисных коммуникаций,"LLM автоматически пишет пресс‑релизы, FAQ и сценарные планы в реальном времени (катастрофы, pandemics).",,Уменьшение времени реакции ≈ 70 % → сокращение экономических потерь от дезинформации ≈ USD 300 млн.,,2025-10-29 21:06:41.819461,
122,10,46,,,Генеративный курс «по запросу» (On‑Demand Curriculum Builder),"LLM собирает материалы, создает лекции, задания и интерактивные симуляции под запрос корпоративного клиента.",,Сокращение стоимости разработки курса ≈ 40 % (≈ USD 150 млн в глобальном корпоративном обучении).,,2025-10-29 21:06:41.813595,
121,10,45,,,Генеративный дизайн лекарств «in‑silico»,"многомодальные модели генерируют молекулы, предсказывают свойства и готовят регуляторные пакеты.",,"Сокращение R&D‑бюджета на 30 % → ускорение вывода новых препаратов ≈ 2‑3 года, экономия ≈ USD 5 млрд в фармацевтике.",,2025-10-29 21:06:41.80993,
120,10,44,,,AI‑генератор ESG‑отчётов,"LLM автоматически собирает ESG‑данные, генерирует отчёты и рекомендации для инвесторов.",,Уменьшение расходов на подготовку ESG ≈ 35 % (≈ USD 200 млн).,,2025-10-29 21:06:41.803758,
119,10,1,,,Генеративный оптимизатор цепочки поставок (Supply‑Chain AI Designer),"LLM генерирует стратегии снабжения, сценарии локализации фабрик и планирует объём заказов с учётом рисков (политика, климат).",,"Сокращение издержек на логистику ≈ 15 % (≈ USD 1,2 трлн глобально).",,2025-10-29 21:06:41.798378,
118,9,47,,,AI‑асистент по управлению инфраструктурой “Smart Grid”,"LLM формирует сценарии распределения нагрузки, генерирует отчёты и предложения по инвестициям.",,Уменьшение потерь электроэнергии ≈ 5 % → экономия ≈ USD 80 млн для крупнейших сетевых операторов.,,2025-10-29 21:06:41.793577,
117,9,45,,,Генеративный план реабилитации после операции,"LLM + мультимодальный генеративный движок создает индивидуальную программу реабилитации, включая видеоматериалы и контрольные точки.",,Сокращение срока восстановления ≈ 20 % → экономия ≈ USD 40 млн в ортопедических клиниках.,,2025-10-29 21:06:41.788869,
116,9,44,,,Персональный AI‑финансовый советник с генеративным планированием налога,"LLM генерирует налоговую стратегию, учитывая последние изменения в IRS Regulations.",,Увеличение эффективности налогового планирования ≈ 18 % → экономия ≈ USD 25 млн для HNW клиентов.,,2025-10-29 21:06:41.784163,
115,9,1,,,AI‑генератор техник технического обслуживания,"LLM формирует пошаговые SOP, видео‑демонстрации и обеспечивает AR‑подсказки в реальном времени.",,Сокращение простоев ≈ 12 % → экономия ≈ USD 120 млн в электронике.,,2025-10-29 21:06:41.778417,
114,9,48,,,Генеративный «red‑team as a service»,"LLM‑агенты моделируют сложные атаки, генерируют вредоносный код и тестируют защиту в реальном времени.",,Сокращение расходов на пенетесты ≈ 55 % (USD 70 млн).,,2025-10-29 21:06:41.773753,
113,9,49,,,AI‑генератор «AI‑Ready» регуляций,"LLM автоматически генерирует проекты регуляций по использованию ИИ, включая оценку рисков и рекомендации по аудитам.",,Уменьшение времени разработки нормативов ≈ 65 % → экономия ≈ USD 15 млн в федеральных агентствах.,,2025-10-29 21:06:41.768102,
112,9,46,,,Генеративный «тьютор‑модель» для STEM,"LLM в режиме реального времени создаёт интерактивные задачи, объяснения и визуализации под уровень ученика.",,Сокращение затрат на репетиторство ≈ 25 % (USD 30 млн в онлайн‑школах).,,2025-10-29 21:06:41.763083,
111,9,45,,,Генерация персонализированных рецептов на основе генетики,"RAG‑система соединяет геномные данные, клинические протоколы и генерирует дозировки, формы выпуска.",,Увеличение точности лечения ≈ 5 % → экономия расходов на побочные эффекты ≈ USD 50 млн.,,2025-10-29 21:06:41.758537,
110,9,44,,,AI‑генератор договоров с динамической персонализацией,"LLM создает юридически выверенные контракты (loan, leasing) под конкретные данные клиента, с автоматическим вводом в системы.",,Сокращение расходов на юридический отдел ≈ 30 % (USD 90 млн).,,2025-10-29 21:06:41.753554,
109,9,1,,,Генеративный план перехода к «zero‑defect»,LLM + компьютерное зрение генерирует динамические корректирующие инструкции для станков в реальном времени.,,Снижение дефектности ≈ 40 % → экономия ≈ USD 200 млн в автопроме.,,2025-10-29 21:06:41.748336,
108,8,47,,,Генеративный аналитик муниципального бюджета,"LLM автоматически формирует прогнозы доходов/расходов, сценарные планы и «пресс‑релиз» для публичных обсуждений.",,Сокращение времени подготовки бюджета ≈ 55 % → экономия ≈ CNY 300 млн в крупных провинциях.,,2025-10-29 21:06:41.743216,
107,8,45,,,Генерация рекомендаций по фармацевтическому производству,"система генерирует batch‑records, отчетность по GMP и предсказывает отклонения.",,Сокращение времени подготовки документации ≈ 50 % → экономия ≈ CNY 600 млн в крупнейших фармкомпаниях.,,2025-10-29 21:06:41.737018,
106,8,44,,,Генеративный сервис “умный” AML‑модуль,"LLM генерирует правила мониторинга, объясняет их и подбирает гиперпараметры моделей.",,Сокращение расходов на комплаенс ≈ 30 % (≈ CNY 250 млн).,,2025-10-29 21:06:41.731542,
105,8,1,,,AI‑генератор технологических инструкций на нескольких языках,"LLM автоматически пишет SOP, монтирует видеоруководства, переводит на региональные диалекты.",,Сокращение затрат на локализацию ≈ 45 % (≈ CNY 400 млн).,,2025-10-29 21:06:41.726712,
104,8,48,,,Генеративный фишинг‑симулятор,"LLM создает цельные фишинговые кампании для обучающих площадок, улучшая подготовку сотрудников.",,Сокращение затрат на обучение ≈ 50 % (≈ CNY 80 млн).,,2025-10-29 21:06:41.721254,
103,8,47,,,AI‑ассистент для подготовки законов о цифровой валюте,"LLM генерирует проектные тексты, правовые обоснования и сравнение с международными практиками.",,Сокращение времени разработки нормативов ≈ 60 % → экономия ≈ CNY 120 млн.,,2025-10-29 21:06:41.715871,
102,8,46,,,Генеративный план индивидуального развития (IPD),"система создает персонализированные дорожные карты обучения, генерирует учебные материалы и задания в режиме онлайн.",,Уменьшение расходов на репетиторство ≈ 30 % (≈ CNY 500 млн в сетевых школах).,,2025-10-29 21:06:41.71056,
101,8,45,,,Генеративный аналитик медицинских изображений,"мультимодальная модель генерирует «отчёт» по КТ/МРТ, включая описание, рекомендации и план лечения.",,Сокращение времени чтения снимков ≈ 40 % → экономия ≈ CNY 300 млн в крупных больницах.,,2025-10-29 21:06:41.704253,
100,8,44,,,AI‑генератор продуктов микрофинансирования,"генеративный ИИ создает новые кредитные схемы, условия и рекламные материалы в реальном времени, учитывая риски и регуляцию.",,"Увеличение выручки микрофинансовых компаний ≈ 12 % (≈ CNY 1,8 млрд).",,2025-10-29 21:06:41.698141,
99,8,1,,,Генеративный план автоматизации линий,"LLM генерирует конфигурацию роботов, PLC‑программы и layout фабрики, адаптируя под текущие заказы.",,"Сокращение капитальных затрат на автоматизацию ≈ 35 % (≈ CNY 2,5 млрд).",,2025-10-29 21:06:41.685729,
98,7,50,,,Генеративный сервис “умного” ЖКХ,"LLM формирует автоматические ответы на запросы граждан, генерирует план ремонтных работ и предсказывает нагрузку.",,Уменьшение количества ручных обращений ≈ 45 % → экономия ≈ USD 6 млн в крупных мегаполисах.,,2025-10-29 21:06:41.678031,
97,7,45,,,Генерация реабилитационных программ в VR,LLM + мультимодальная модель создаёт персональные VR‑терапии после травм/инсультов.,,Сокращение длительности реабилитации ≈ 25 % → экономия расходов на стационар ≈ USD 15 млн в государственных клиниках.,,2025-10-29 21:06:41.670624,
96,7,44,,,Персонализированный генеративный советник по налогообложению,"чат‑бот, генерирует налоговые стратегии в реальном времени, учитывая последние изменения в Налоговом кодексе РФ.",,Увеличение точности планирования ≈ 20 % → экономия ≈ USD 8 млн для крупного корпоративного клиента.,,2025-10-29 21:06:41.662882,
95,7,1,,,AI‑генерируемый план технического обслуживания,"LLM использует данные датчиков, исторические поломки и генерирует оптимальные графики ТО, включая запасные части.",,Снижение незапланированных простоев ≈ 15 % → экономия ≈ USD 25 млн в нефтехимии.,,2025-10-29 21:06:41.65555,
94,7,48,,,Генеративный эхо‑тест (Red‑Team AI),"LLM‑агенты «прокладывают» сценарии атак, генерируют вредоносный код и проверяют реакцию корпоративных SOC в реальном времени.",,Сокращение затрат на внешний пенетест ≈ 60 % (≈ USD 12 млн для крупных операторов связи).,,2025-10-29 21:06:41.647302,
93,7,49,,,Автоматическая генерация нормативных актов,"LLM‑ассистент, формирует проект законов, регулирующих новые технологические сферы (например, цифровые валюты), с учётом международных стандартов.",,Уменьшение времени подготовки нормативных документов ≈ 70 % → экономия ≈ USD 5 млн в бюджете Минэкономразвития.,,2025-10-29 21:06:41.641119,
92,7,46,,,Генеративный конструктор адаптивных учебных программ,"система, автоматически пишет учебные модули, тесты и визуальные материалы под нужды конкретного класса (учебные планы, контрольные).",,Сокращение расходов на разработку контента ≈ 40 % (≈ USD 10 млн в федеральных университетах).,,2025-10-29 21:06:41.631438,
91,7,45,,,Генерация индивидуальных протоколов онкологической терапии,"RAG‑платформа, объединяющая клинические руководства, геномные данные и истории пациентов, генерирует персонализированный план лечения.",,Увеличение эффективности лечения (повышение 5‑й‑годовой выживаемости ≈ 3 %) → экономия расходов на осложнения ≈ USD 20 млн в крупных онкологических центрах.,,2025-10-29 21:06:41.624782,
90,7,44,,,Автоматизированный генеративный аудит,"LLM‑агенты, генерирующие проверочные запросы к банковским системам, пишут аудиторские отчёты и сразу формируют нормативные пояснения.",,Уменьшение затрат на внешнюю проверку ≈ 25 % (≈ USD 40 млн в российском банковском секторе).,,2025-10-29 21:06:41.6154,
89,7,1,,,Генеративный цифровой двойник,"LLM‑управляемый набор алгоритмов для автоматического создания и оптимизации 3‑D‑моделей изделий (детали, сборки) с мгновенной генерацией технологических карт.",,Сокращение расходов на прототипирование ≈ 30 % (≈ USD 150 млн за год для крупнейших машиностроителей).,,2025-10-29 21:06:41.598154,
88,6,46,,,“Adaptive AI‑Tutoring for STEM”,генеративный агент (Claude‑3) в **Korea Education Institute** адаптирует задания по уровню ученика в реальном времени.,,Повышение успеваемости - 7 % → экономия ≈ ₩600 млн/год в государственных школах.,,2025-10-29 20:43:05.691098,
87,6,45,,,“AI‑Generated Patient‑Summaries”,"LLM‑ассистент в **National Health Service (UK)** автоматически составляет сводки визитов, интегрированные в EHR.",,Сокращение административных расходов - 30 % → экономия ≈ £500 млн/год.,,2025-10-29 20:43:05.686146,
86,6,44,,,“AI‑Driven Customer‑Onboarding”,глобальная платформа **Stripe + OpenAI** автоматизирует генерацию KYC‑документов и проверку в реальном времени.,,Уменьшение времени онбординга - 70 % → экономия ≈ $750 млн/год.,,2025-10-29 20:43:05.683001,
85,6,1,,,“Generative Maintenance Predictor”,LLM‑модель в **GE Digital** предсказывает износ агрегатов и автоматически создает сервисные задания.,,"Сокращение простоев - 18 % → экономия ≈ $1,2 млрд/год.",,2025-10-29 20:43:05.678558,
84,6,48,,,“Global AI‑Threat‑Intelligence Network”,консорциум **MITRE + Google Cloud** использует генеративные агенты для автоматической генерации сигнатур и play‑books по новым APT‑угрозам.,,"Сокращение среднего времени обнаружения - 45 % → экономия ≈ $2,1 млрд/год.",,2025-10-29 20:43:05.673801,
83,6,47,,,“AI‑Legislation Composer”,LLM‑система в Европейском парламенте (в стиле GPT‑4 + RAG) генерирует черновики законов и оценок влияния.,,Уменьшение времени разработки закона - 35 % → экономия ≈ €600 млн/год.,,2025-10-29 20:43:05.670208,
82,6,46,,,“Universal AI‑Course‑Builder”,"платформа **OpenAI + UNESCO** автоматически собирает и локализует учебные материалы для 200 языков, покрывая базовое образование.",,Сокращение расходов на контент - 40 % → экономия ≈ $800 млн/год.,,2025-10-29 20:43:05.665908,
81,6,45,,,“Generative Clinical‑Guidelines”,совместный проект **WHO + IBM Watson Health** генерирует адаптивные клинические рекомендации по COVID‑19‑пост‑вакцинным осложнениям.,,"Сокращение ошибок лечения - 30 % → экономия ≈ $1,5 млрд/год в системе здравоохранения ОЭСР.",,2025-10-29 20:43:05.660619,
80,6,44,,,“AI‑Powered Risk‑Narratives”,глобальная консорциум (World Bank + MSCI) применяет LLM‑агенты для создания стресс‑тестовых сценариев в реальном времени для 30 крупнейших банков.,,"Сокращение времени подготовки - 60 % → экономия ≈ $1,8 млрд/год (совокупно).",,2025-10-29 20:43:05.655959,
79,6,1,,,“GenAI‑Driven Mass‑Customization”,"сеть заводов (Siemens Digital Factory) использует LLM + diffusion‑models для автоматической генерации индивидуальных продуктов (автомобили, электроника).",,"Увеличение маржи + 5 % → глобальная экономия ≈ $2,3 млрд/год.",,2025-10-29 20:43:05.651178,
78,6,43,,,Глобальная инициатива,Ожидаемый экономический эффект (2025),,Ожидаемый экономический эффект (2025),,2025-10-29 20:43:05.646097,
77,5,46,,,“AI‑Mentor Chat”,"персональный наставник на основе Claude‑2 в **Khan Academy**, генерирует объяснения и адаптивные задания.",,Увеличение завершения уроков - 6 % → доход +$15 млн/год.,,2025-10-29 20:43:05.639017,
76,5,45,,,“AI‑Drug Design”,генеративный химический LLM (ChemGPT‑3) в **Pfizer** ускоряет поиск новых молекул.,,Сокращение длительности предклинической фазы - 35 % → экономия ≈ $120 млн/проект.,,2025-10-29 20:43:05.634122,
75,5,44,,,“Legal‑Doc AI”,генеративный LLM‑модуль в **Goldman Sachs** для автоматического создания юридических документов и условий сделок.,,Сокращение юридических расходов - 22 % → экономия ≈ $40 млн/год.,,2025-10-29 20:43:05.630104,
74,5,1,,,“Smart‑Supply GenAI”,система генерации оптимальных планов поставок (RAG + LLM) в **Tesla Factory** (Fremont).,,Снижение запасов - 15 % → экономия ≈ $80 млн/год.,,2025-10-29 20:43:05.626404,
73,5,48,,,“AI‑SOC Orchestrator”,"генеративный агент (Meta‑LLaMA 2‑70B) в **Microsoft Threat Protection**, автоматически пишет сценарии реагирования и скрипты изолирования.",,Уменьшение времени реагирования - 55 % → экономия ≈ $25 млн/год.,,2025-10-29 20:43:05.622562,
72,5,47,,,“Reg‑AI Builder”,агентная система в **US Census Bureau** для автоматической подготовки квартальных демографических отчётов.,,Сокращение человеко‑часов - 25 % → экономия ≈ $5 млн/год.,,2025-10-29 20:43:05.618784,
71,5,46,,,“Course‑Genie”,платформа OpenAI (GPT‑4‑Turbo) генерирует индивидуальные учебные программы для онлайн‑университета **Coursera**.,,Увеличение завершения курсов - 8 % → дополнительный доход $30 млн/год.,,2025-10-29 20:43:05.614678,
70,5,45,,,“AI‑Radiology Scribe”,генеративный LLM‑ассистент (Claude‑2 + RAG) в **Mayo Clinic** автоматически пишет радиологические заключения.,,Сокращение времени отчёта - 40 % → экономия ≈ $12 млн/год.,,2025-10-29 20:43:05.60946,
69,5,44,,,“Quant‑Narrator”,LLM‑модуль в **JPMorgan Chase** создаёт автоматические аналитические отчёты и клиентские рекомендации в реальном времени.,,Увеличение оборота клиентских портфелей + $180 млн в квартал.,,2025-10-29 20:43:05.604159,
68,5,1,,,“Generative CAD AI”,"Autodesk Fusion 360 с интегрированным GPT‑4‑Turbo, генерирует 3‑D‑модели и документы для аэрокосмической отрасли (Boeing).",,Сокращение времени разработки детали - 28 % → экономия ≈ $45 млн/год.,,2025-10-29 20:43:05.600744,
67,5,43,,,Сценарий,Экономический эффект (2025),,Экономический эффект (2025),,2025-10-29 20:43:05.596681,
66,4,46,,,«Career‑Path AI»,генеративный советник в **China Education Future** для рекомендаций по специализации студентов на основе рынка труда.,,Увеличение трудоустройства выпускников - 9 % → экономия государственных субсидий ≈ ¥60 млн ($9 млн) в год.,,2025-10-29 20:43:05.593007,
65,4,45,,,«AI‑Pharma Synthesis»,генеративный химический моделировщик (ChemGPT) в **Sinopharm** для ускорения дизайна новых лекарств.,,Сокращение времени от идеи до предклинического теста - 30 % → экономия ≈ ¥500 млн ($73 млн) в проект.,,2025-10-29 20:43:05.586788,
64,4,44,,,«Reg‑Narrator»,LLM‑модуль в **China Construction Bank** для генерации регуляторных отчётов и мониторинга комплаенса.,,Сокращение затрат на подготовку отчётов - ¥70 млн ($10 млн) в год.,,2025-10-29 20:43:05.583086,
63,4,1,,,«Generative Design AI»,модель Stable‑Diffusion‑XL в **Sany Group** автоматически генерирует оптимальные конструкции кранов и бетонных смесей.,,Уменьшение веса конструкций - 12 % → экономия материалов ≈ ¥90 млн ($13 млн) в год.,,2025-10-29 20:43:05.579056,
62,4,48,,,«AI‑Warden»,"генеративный агент в **Huawei Cloud Security**, создающий правила SIEM и скрипты реагирования в реальном времени.",,Уменьшение среднего времени реагирования - 50 % → экономия ≈ ¥200 млн ($30 млн) в год.,,2025-10-29 20:43:05.571693,
61,4,47,,,«Policy‑Writer»,"RAG‑система в Министерстве промышленности, генерирующая проектные законы и аналитические доклады.",,Сокращение подготовительных расходов - ¥150 млн ($23 млн) в год.,,2025-10-29 20:43:05.567812,
60,4,46,,,«X‑Learn Gen»,мульти‑модальная платформа (ChatGPT‑4‑Turbo + Stable Diffusion) в **Tsinghua University** для автоматической генерации лабораторных инструкций и видеоматериалов.,,Сокращение расходов на подготовку лаборантов - ¥80 млн ($12 млн) в год.,,2025-10-29 20:43:05.563625,
59,4,45,,,«AI‑Oncologist»,генеративный LLM‑модуль в **Beijing Tong‑Ren Hospital** для автоматической интерпретации онкологических снимков и составления рекомендаций.,,Сокращение времени планирования лечения - 35 % → экономия ≈ ¥120 млн ($18 млн) в год.,,2025-10-29 20:43:05.557018,
58,4,44,,,«Credit‑GPT»,агентный AI‑ассистент в **Industrial Bank** для генерации персонализированных кредитных предложений и автоматической подготовки договоров.,,Увеличение объёма выдачи мелкого бизнеса + ¥450 млн ($65 млн) в квартал.,,2025-10-29 20:43:05.552685,
57,4,1,,,«Smart‑Foundry AI»,система LLM + RAG в **FAW‑Volkswagen** для автоматической генерации технологических карт и оптимизации наладки оборудования.,,Сокращение простоя фабрики - 22 % → экономия ≈ ¥210 млн ($30 млн) в год.,,2025-10-29 20:43:05.536367,
56,4,43,,,Сценарий,Экономический эффект (2025),,Экономический эффект (2025),,2025-10-29 20:43:05.502081,
55,3,46,,,«Voc‑Guru»,"генеративный планировщик карьерных траекторий для Федерального проекта «Кадры‑2025», использующий LLM‑модели для анализа рынка труда.",,"Увеличение совпадения выпускников с вакансиями - 12 % → экономия бюджетных расходов ≈ $0,8 млн/год.",,2025-10-29 20:43:05.473848,
54,3,45,,,«AI‑Triage»,"чат‑бот‑ассистент на базе Claude‑2, интегрированный в сеть поликлиник «ГГК» для пред‑триажа пациентов.",,"Уменьшение количества недооборотов - 15 % → экономия≈ $5,9 млн/год.",,2025-10-29 20:43:05.451283,
53,3,44,,,«Risk‑Narrator»,"LLM‑модуль в ВТБ, генерирующий сценарные отчёты по рыночным стресс‑тестам в реальном времени.",,Сокращение времени подготовки стресс‑тестов - 70 % → экономия≈ $3 млн/год.,,2025-10-29 20:43:05.435128,
52,3,1,,,«Vision‑Forge»,генеративный моделировщик 3‑D‑деталей (Stable‑Diffusion‑XL) в ОСК «Автодор» для быстрой подготовки прототипов кузовов.,,"Сокращение цикла прототипирования - 25 % (от 12 нед до 9 нед); экономия ≈ $2,8 млн/год.",,2025-10-29 20:43:05.428737,
51,3,48,,,«AI‑Shield»,"генеративный агент, использующий LLM‑модель для автоматической генерации правил корреляции и скриптов реагирования в Сбербанк Cyber‑SOC.",,"Уменьшение времени реагирования - 45 % (с 5 мин до ≈ 2,8 мин); снижение числа успешных атак ≈ 30 % → экономия ≈ $7 млн/год.",,2025-10-29 20:43:05.42366,
50,3,47,,,«Doc‑Bot»,"правительственная RAG‑система в Росстате, автоматизирующая подготовку статистических отчётов и аналитических справок.",,"Сокращение человеко‑часов - 20 % → экономия ≈ $3,5 млн в год.",,2025-10-29 20:43:05.418407,
49,3,46,,,«Edu‑Gen»,мульти‑модальная платформа (текст + визуальные объяснения) в МГУ для автоматической генерации адаптивных учебных материалов по физике.,,"Увеличение успеваемости - 5 % и сокращение расходов на авторские права ≈ $1,1 млн/год.",,2025-10-29 20:43:05.411548,
48,3,45,,,«Neuro‑Scribe»,"генеративный LLM‑модуль, обученный на российской нейрологической базе, генерирует клинические протоколы и выписки в НМИЦ «Неврологический».",,"Сокращение времени оформления выписок - 2 ч → 90 % сокращение ручного ввода; экономия ≈ $4,2 млн в год.",,2025-10-29 20:43:05.404485,
47,3,44,,,«Smart‑Kredit»,"агентный AI‑ассистент (мульти‑агент, tool‑use) в Сбербанке для автоматической подготовки пакетных заявок по ипотеке, с генерацией юридических пояснений.",,Ускорение одобрения заявок - 40 % → рост выдачи ипотечного кредитования + $85 млн в квартал.,,2025-10-29 20:43:05.397826,
46,3,1,,,«AI‑Контур»,"система на базе **GPT‑4‑o** + RAG, интегрированная в ЦПУ «Урал‑маш» для автоматизации проектных расчётов и генерации технологических инструкций.",,Сокращение трудоёмкости инженерных расчётов - 30 % (≈ $12 млн экономии в год).,,2025-10-29 20:43:05.390585,
45,3,43,,,Краткое описание проекта,Экономический эффект (2025),,Экономический эффект (2025),,2025-10-29 20:43:05.369933,
44,2,42,,,Finance / Government,"LLM + RAG к ESG‑отчетам, нормативам (SFDR, EU Taxonomy)",,"LLM + RAG к ESG‑отчетам, нормативам (SFDR, EU Taxonomy)",,2025-10-28 20:30:00.093269,
43,2,41,,,Medicine,"LLM + RAG к биологическим данным, клиническим испытаниям",,"LLM + RAG к биологическим данным, клиническим испытаниям",,2025-10-28 20:29:59.998058,
42,2,40,,,Government (media regulation),"Multimodal LLM + RAG к законодат. базам (EU Digital Services Act, US Section 230)",,"Multimodal LLM + RAG к законодат. базам (EU Digital Services Act, US Section 230)",,2025-10-28 20:29:59.732663,
41,2,39,,,Manufacturing (Energy),RAG + multi‑agent optimization (OpenAI + Azure),,RAG + multi‑agent optimization (OpenAI + Azure),,2025-10-28 20:29:59.6807,
40,2,38,,,Cybersecurity,LLM‑driven threat‑intel + autonomous sandbox agents,,LLM‑driven threat‑intel + autonomous sandbox agents,,2025-10-28 20:29:59.591615,
39,2,37,,,Government,"LLM + RAG к законодательным актам (UN, EU, US)",,"LLM + RAG к законодательным актам (UN, EU, US)",,2025-10-28 20:29:59.506654,
38,2,36,,,Education,"Agentic LLM + RAG к открытым учебным материалам (OECD, UNESCO)",,"Agentic LLM + RAG к открытым учебным материалам (OECD, UNESCO)",,2025-10-28 20:29:59.450128,
37,2,35,,,Medicine,"Generative design LLM + RAG к биомед данным (PubMed, ClinicalTrials.gov)",,"Generative design LLM + RAG к биомед данным (PubMed, ClinicalTrials.gov)",,2025-10-28 20:29:59.301326,
36,2,34,,,Finance,"LLM + RAG к регулятивным базам (FATF, GDPR, CFT)",,"LLM + RAG к регулятивным базам (FATF, GDPR, CFT)",,2025-10-28 20:29:59.144559,
35,2,33,,,Manufacturing,RAG + multi‑agent orchestration (Azure/AWS),,RAG + multi‑agent orchestration (Azure/AWS),,2025-10-28 20:29:59.031131,
